Id,IsActive,IsDeleted,CreatedOn,LastModifiedOn,DeletedOn,DateTimeStart,DateTimeEnd,EventType,PrimaryGenre,Description,CoverImageURL,TicketLink,AmountOfStages,AmountOfArtists,AdditionalInformation,PromotionalImagesURLs,PASystem,Turntable,CDJ,Mixer,Monitor,IsVisualsRequired,IsCancelled,EventId
659,t,f,2025-12-04 12:51:54.496+00,2025-12-04 12:51:54.496+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,FESTIVAL & OPEN-AIR,,"Festival Lighting Concept | 4 Floors | 22 DJs | Techno, Trance, Hard Techno, DnB

and most importantly - a living room atmosphere <3

WohnzimmerTechno = living room techno (English)

And that’s exactly the vibe we are creating at our events. We want everyone to feel comfortable, welcome and supplied with the most amazing artists of the scene.

There is a consistently rising hate between the different genres of electronic music which we want to stop because it has nothing to do with the ORIGIN OF TECHNO.

We’re here to lift each other up and create a night that will stay in our minds forever.

To guarantee this will be the night of your life we don’t just have a fantastic Techno, Hard Techno & DnB Line Up.

In Cooperation with D&F we planned a complete new and unique lighting concept ONLY FOR THIS NIGHT AT VOID HALL. The software has already been programmed and additional light system will be installed the day before. See teasers on our Insta. ITS GONNA BE MINDBLOWING!

We’re really looking forward to creating this unique and loving atmosphere and can’t wait to see many new and familiar faces.

For us it’s very important that everyone is accepted - so THERES ABSOLUTELY no place discrimination, homophobia, transphobia or any other unacceptable behavior. Our team with the WzT Shirts will be available at any time and can be consulted if someone is not feeling well or harassed.
",,,0,0,,{},,,,,,f,f,675
660,t,f,2025-12-04 12:53:21.738+00,2025-12-04 12:53:21.738+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"NoNameLeft have been captivating us for years with their powerful tracks, which have already found their way onto top international labels like Truesoul, Senso Sounds, and Set About. 

We’re thrilled to welcome them not only for a set at Elipamanoke but also for a new release on KOSMOS. Their compelling collaboration with the newly-formed duo Moto Moto, titled Voices of Caladan, will make its debut at Elipamanoke.

The record also features a remarkable remix by Lautaro Ibañez, who will be joining us for the release party as well!  

Also joining are Sinah from Weimar, Elipanaoke resident Aio, and KOSMOS co-founder Aender.  

Get ready for the finest Space Techno, cosmic visuals, and KOSMOS Merch at the Eli Bar!  

Over and Out!

☻ Racism, sexism, anti-Semitism, trans- or homophobia and all other forms of discrimination won't be tolerated!
☻ Enjoy the moment - no photos, no videos, no stories!
☻ Feeling uncomfortable, being harassed, or noticing others who may need help? - Contact the Awareness team or our staff in confidence.
☻ You've lost something? Then write to lostandfound@elipamanoke.de
☻ Please bring a valid ID Document",,,0,0,,{},,,,,,f,f,676
693,t,f,2025-12-08 20:36:11.234+00,2025-12-08 20:36:11.235+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"To celebrate a new release on his label SKRL, Sakral returns to Mia Mao for a fully immersive 100 percent techno night featuring leading international names and powerful industrial sounds.",,,0,0,,{},,,,,,f,f,709
661,t,f,2025-12-04 12:54:21.79+00,2025-12-04 12:54:21.79+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Marie Vaunt for the first time in Hungary, invited by Mainground Music!

Currently 3rd best in the world
peak time-driving techno producer is coming to us for one exclusive night within the walls of the legendary A38 ship.
During the evening, she will fire up the audience with her latest and most iconic tunes, such as ""Dark Room"" or ""The Chosen"", but her remix of Belocca's ""Metamorphosis"", which was on the Beatport sales list for a year and became one of the best-selling techno songs of 2023 and is approaching 3 million spotify streams might also be heard...

If that wasn't enough, the acid techno priestess will be joined by two of Hungary's producer stars, Belocca, the founder/owner of Mainground, and NoNameLeft, a duo that has also gained international fame.

Last but not least, the last hours of the evening will be conducted by the experienced young driving techno titan Dreadsun.

All tickets are available in a limited quantity!",,,0,0,,{},,,,,,f,f,677
662,t,f,2025-12-04 12:55:51.963+00,2025-12-04 12:55:51.963+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Join us and our headliner NoNameLeft for an energizing night, alongside electrifying supporting talent!
",,,0,0,,{},,,,,,f,f,678
663,t,f,2025-12-04 12:58:00.451+00,2025-12-04 12:58:00.451+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Deep Pool - Deep Water for Swimmers Only!

An enormous 1,000 square meter abandoned swimming pool transformed into a dance floor awaits you, offering a diverse musical lineup day and night.

In the green environment surrounded by trees, not only music but also various games await those who arrive early.

From 3 PM to 7 PM:
Foot tennis tournament
Darts
Table tennis
Beer pong
Skittles

For relaxation, we provide hammocks and pallet resting areas, and for cooling off, misting gates.

LOCATION: The end of Dobó Street, Petőfibánya - easily accessible by car or public transport.
DATE & TIME: August 24, 3 PM - 5 AM
PARKING: A limited number of guarded parking spaces are available.
TICKETS (16+): 3000 HUF in advance, 3500 HUF at the venue until 10 PM, 4000 HUF after 10 PM

Tickets allow single entry.

See you on August 24 in Petőfibánya and let’s dive into the night together!",,,0,0,,{},,,,,,f,f,679
664,t,f,2025-12-04 12:59:20.722+00,2025-12-04 12:59:20.722+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,Township Rebellion Maksim Dark AIO Karla Blum NoNameLeft D-Nox Vom Feisten Outsiders E-Clip Nikki S Kaufmann Tommahawk PRI ATACAMA Back to Mars Mark Stanton And many more,,,0,0,,{},,,,,,f,f,680
665,t,f,2025-12-04 13:00:35.492+00,2025-12-04 13:00:35.492+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Bart Skils
NoNameLeft
Aio
Ele Luz
TraumaMia
Sheila
Maurice Mino & Sin:port",,,0,0,,{},,,,,,f,f,681
666,t,f,2025-12-04 13:01:43.804+00,2025-12-04 13:01:43.804+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Puzzles #7 is all about diving deep into beats and vibes in a spot that's kept secret until the big night. This isn't just any party; it's a full-on experience with NoNameLeft headlining. The producer/DJ duo from Budapest, Hungary, consists of two friends with deep knowledge in various DAWs and musical instruments. They teamed up as NoNameLeft to share their common visions in sound with more and more people. Their versatility surfaces in cosmic techno, melodic techno with additional minimal and progressive elements. Their style is unique, captivating, and guaranteed to keep everyone on their feet.

Joining them as a co-headliner is Kate Hex. A DJ and producer from Hungary, Kate Hex started her music career last year and has since received a lot of positive feedback. Within her first year, she was signed to Mainground Music, Nova Collective, and Pure Black. Recently, she achieved 2nd place in the Drumcode Mha Iri remix contest.

Event Spotlight:
Date: 7 June
Time: 10:00 PM - 4:30 AM
Venue: Location to be disclosed exclusively to ticket holders on the event day
Refund Policy: No refunds unless the event is cancelled prior to its start
Strictly 18+: IDs will be checked upon entry

Headliners:
NoNameLeft [Alula Tunes, Senso Sounds, Set About]
Kate Hex [Mainground Music, Nova Collective, Pure Black]

Support Artists:
PUZZLES CREW

Join us for a night where the essence of techno comes alive at Puzzles #7. Dive into a realm where the beats not only resonate but also transport you to a euphoria only known to those who venture with us. Headlining the night is NoNameLeft, a duo known for their innovative blend of cosmic techno and dark techno that unlocks a new level of dance-induced ecstasy. Alongside them, Kate Hex will bring her infectious energy and signature beats to make this a night to remember.",,,0,0,,{},,,,,,f,f,682
667,t,f,2025-12-04 13:03:13.815+00,2025-12-04 13:03:13.815+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Puzzles #6 is all about diving deep into beats and vibes in a spot that's kept secret until the big night. This isn't just any party; it's a full-on experience with NoNameLeft headlining. The producer/DJ duo from Budapest, Hungary, consists of two friends with deep knowledge in various DAWs and musical instruments. They teamed up as NoNameLeft to share their common visions in sound with more and more people. Their versatility surfaces in cosmic techno, melodic techno with additional minimal and progressive elements. Their style is unique, captivating, and guaranteed to keep everyone on their feet. Joining them as a co-headliner is Kate Hex. A DJ and producer from Hungary, Kate Hex started her music career last year and has since received a lot of positive feedback. Within her first year, she was signed to Mainground Music, Nova Collective, and Pure Black. Recently, she achieved 2nd place in the Drumcode Mha Iri remix contest.
",,,0,0,,{},,,,,,f,f,683
668,t,f,2025-12-04 13:04:43.962+00,2025-12-04 13:04:43.962+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"As promised, we give you our freshest date, in which the world-famous club, Pacha Barcelona will also be represented as a part of Liquid Night at Fabrika Budapest..

We couldn't even have called anyone better than one of Hungary's best producers/DJ performers,
NoNameLeft!

Beside them we give you the kid Dreadsun,
the legendary club owner Andrija Jäger, and the Spanish talent Dolça Van Leeuwen (representing Pacha) will also turn the CDJs upside down!",,,0,0,,{},,,,,,f,f,684
669,t,f,2025-12-04 13:06:08.091+00,2025-12-04 13:06:08.091+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"A historic night for the underground has passed.
The moments will never be repeated, but the community, it moves forward.
Project: Undergrunn enters a new arena.

In the right setting, a night can feel like an hour.
One night might not be enough.
Now you get two.

Welcome to Project: Undergrunn Vol.4 - Dimensional Drift.

Get ready to experience Smien in a new way.
Once again, we will try to push the underground to new heights, actually, to new dimensions.
New concept, 2 days, and twice as many artists.
Evenement beheerder
carolinegullaksen
Dit evenement bijwerken
",,,0,0,,{},,,,,,f,f,685
694,t,f,2025-12-08 20:40:45.587+00,2025-12-08 20:40:45.587+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"ORKA and SAKRAL reunite for a high-impact night celebrating the second SKRL label release, featuring core artists and signature hard energy.",,,0,0,,{},,,,,,f,f,710
695,t,f,2025-12-08 20:44:29.786+00,2025-12-08 20:44:29.786+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"• Maurice Mino
• Nat SuPrise
• Skøllaris
• Petrified Phoenix Showcase
• uvm (others)",,,0,0,,{},,,,,,f,f,711
670,t,f,2025-12-04 13:07:26.072+00,2025-12-04 13:07:26.072+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Das Techno-Duo NoNameLeft hat sich zu einem exklusiven Namen in der internationalen Techno-Szene entwickelt. Ihr erster Erfolg war ""Dyson Sphere"" im Jahr 2021, ein Track, der von Größen wie Enrico Sangiuliano, Oliver Heldens, Deadmau5 und Layton Giordani gespielt wurde.
Der Erfolg ihres Sounds und ihrer Veröffentlichungen brachte sie auf Tournee rund um den Globus, wobei sie in über 10 verschiedenen Ländern auftraten, einschließlich Australien, Südafrika, Saudi-Arabien, Türkei, Norwegen, Finnland und Portugal.
Das Produzenten-/DJ-Duo aus Budapest, Ungarn zeigt ihre Vielseitigkeit in kraftvollem & melodischem Techno. Wir freuen uns auf eine wilde treibende Nacht.

In der Makrobe spielen THE MINIMAL PROJECT aus Mannheim ein All Night Long Set. Die Jungs heizen regelmäßig den Club Zimmer in Mannheim ein und sorgen für ordentlich Wind in der dortigen Szene.

Der Support kommt von unserem Resident MILAN MILANO!",,,0,0,,{},,,,,,f,f,686
671,t,f,2025-12-04 13:08:27.912+00,2025-12-04 13:08:27.912+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Prepare for a night of techno transcendence as Pure Black Records proudly presents ""Lunar New Year Celebration"" at Kafé Koma in Helsinki, featuring none other than the illustrious techno duo, NoNameLeft!
Hailing from Budapest, Hungary, NoNameLeft has etched their name as a force in the international peaktime techno scene. Their track ""Dyson Sphere"" set the stage for a meteoric rise, catching the ears of heavyweights like Enrico Sangiuliano, Oliver Heldens, deadmau5, and Layton Giordani.
No strangers to the charts, they led the Peaktime Hype artist charts for a staggering 19 months, securing the 5th spot on the Peaktime Main artist chart, surpassing luminaries like Charlotte de Witte and Lilly Palmer.
Their global journey has taken them to over 10 different countries, leaving an indelible mark on dance floors from Australia to South Africa, Saudi Arabia to Finland.
The pinnacle of 2023 saw NoNameLeft collaborate with Township Rebellion on Drumcode sublabel, Truesoul, cementing their position as techno trailblazers.
With releases on labels such as Senso Sounds, Heldeep /HILOMATIK, Scander/Legend, and 1605, their versatile sound spans powerful techno, melodic techno, deep/minimal techno, and progressive house.

FULL LINEUP

NoNameLeft (Headliners)
Ozzy Sahin (Birthday Bash Set)
Elementz
Akitek
Agnia
Don Taco
Bao

Time Table TBA

Security Policy: Tight but Polite. Zero tolerance to illegal substances. Zero Tolerance to bad attitudes.
Over 18's only- ID essential (NO ID NO ENTRY).
Security have the right to refuse anyone entry.
Arrive early to avoid disappointment.
PLEASE DRINK sensibly & RAVE RESPONSIBLY.
Best
Team Pure Black",,,0,0,,{},,,,,,f,f,687
672,t,f,2025-12-04 13:09:59.578+00,2025-12-04 13:09:59.578+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"We return to the amazing Fabrika on the 20th of January!

After the previous full house show,
we are thrilled to give you one of Hungary's most acclaimed producer/DJ duo NoNameLeft,
they will be supported by Dreadsun and Tamas Szabo during the night!

Grab your tickets, gather your crew and prepare to be elevated into the techno sphere!
",,,0,0,,{},,,,,,f,f,688
673,t,f,2025-12-04 13:11:04.794+00,2025-12-04 13:11:04.794+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,FESTIVAL & OPEN-AIR,,"United through music, we focus on bringing you the best international music in the world.

INTERNATIONAL ARTIST:

NONAMELEFT (Hungary)

The groundbreaking duo @nonameleft_music will be headlining our next With You - Winter Edition.

With their innovative sound and electrifying performances, NoNameLeft has quickly become one of the most sought-after acts in the techno music industry. Their music defies genres and is a perfect blend of soulful melodies, hard-hitting beats, and thought-provoking vocals. We are extremely lucky to have them grace our dancefloor on Friday, 30 June. This ones going to be special.
",,,0,0,,{},,,,,,f,f,689
675,t,f,2025-12-08 06:55:02.205+00,2025-12-08 06:55:02.205+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,My Berlin Debut,,,0,0,,{},,,,,,f,f,691
676,t,f,2025-12-08 07:04:51.441+00,2025-12-08 07:04:51.441+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,My berlin debut,,,0,0,,{},,,,,,f,f,692
678,t,f,2025-12-08 12:07:26.409+00,2025-12-08 12:07:26.409+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Monika (KR)
Shins
EL PADRE
Share




◉ Date
Sat. 12th. Oct. 2019

◉ Open :
Concrete Bar: 7pm to 5am
Beton Brut: Closed

◉ Cover :

[Concrete Bar]
Free Entrance

- No minors are allowed. Photo ID required for entry.
- Info: +82-10-4321-4123 (Kor, Eng)
- Address
Concrete Bar: 2F 127-22 Itaewon-dong, Yongsan-gu, Seoul, Korea",,,0,0,,{},,,,,,f,f,694
679,t,f,2025-12-08 12:08:52.592+00,2025-12-08 12:08:52.592+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"September 27, Friday
""From Bellissima's space station a shining star ship crosses the sky and lands on the moon with a massive EP from Monika, delivering an astonishing piece of classy house music. We can hear the beat, we feel your heartbeat, come with us and enjoy the new star of our solar system.""

Come join Monika & Friends on a journey to the moon and back to celebrate the launch of Monika's debut EP. Deep House and Tech House vibes all night long.

모니카의 새 EP 발매 파티! #딥하우스 #텍하우스

Lineup:
Mykian
Viviane
Monika
Baron Mac
Tarek
El Padre

CLUB VILLAIN in Itaewon, Seoul, Korea⠀⠀
서울시 용산구 이태원로 203, B1⠀⠀
B1, Itaewon-ro 203, Yongsan-gu, Seoul⠀

Open FRI/SAT 10PM - 4AM⠀⠀

카카오플러스친구 ✔villainseoul⠀⠀
예약 RSVP ☎ +82 10 8515 3008⠀⠀
ENG info 📩 DM @villainseoul⠀⠀
⠀⠀
Bring your ID⠀⠀
Free Entrance
⠀⠀⠀⠀⠀
#VILLAIN #villainseoul #itaewon #undergrounddancemusic
#Deephouse #Techhouse #Housemusic",,,0,0,,{},,,,,,f,f,695
680,t,f,2025-12-08 12:10:54.047+00,2025-12-08 12:10:54.047+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,FESTIVAL & OPEN-AIR,,"𝙱𝚞𝚛𝚗𝚒𝚗𝚐 𝙼𝚊𝚗 𝙳𝚎𝚌𝚘𝚖𝚙𝚛𝚎𝚜𝚜𝚒𝚘𝚗 𝟸𝟶𝟸𝟻 𝚒𝚜 𝚌𝚘𝚖𝚒𝚗𝚐 𝚝𝚘 𝙾𝚊𝚔𝚕𝚊𝚗𝚍!!!

This year’s SF Bay Area Decompression finds a new home at The Loom, Oakland and will feature diverse, family-friendly daytime programming with hands on art projects, maker and technology demos, speakers, workshops, a mini film-festival, food and beverage, and much more, followed by nighttime music and celebration!

Convenient, monitored public parking available adjacent to the event site at 2000 Embarcadero, Oakland at a rate of $25 for the day. There is also free street parking along the Embarcadero and in the neighborhood. Please do not park in other private parking lots.

Please note that indoor spaces will be 21+ and require an ID-verified wristband from 9pm-3am.

ART INSTALLATIONS:
An Event Horizon (Andrey Sledkov) ⧫ Ancestors of Dawn (Miguel Guzman) ⧫ Arc of Loving (Silke Lampka) ⧫ Ascension To Infinity with Opa Lights (Ron) ⧫ Backstage (Bench) ⧫ Carillon (Steven Brummond) ⧫ Center Camp Occulus Lighting Installation (Maxx Kurzunski) ⧫ Chill Vibez (Intrepid) ⧫ Fire Pinball (Creech) ⧫ FourSquare (Gene Feingold) ⧫ FourSquare (Gene Feingold) ⧫ Flower Kissers (Erin) ⧫ Habitat ⧫ Haven (Flaming Lotus Girls) ⧫ Hex Gates (Joel Milikan) ⧫ Human Gyroscope ⧫ Incisive Reading (Analog) ⧫ Inversion Excursion (Phin) ⧫ Kaleidostoop (Star Sailor Art Collective) ⧫ Max Loads (Wispy) ⧫ Missing Link (Missing Link Art Collective) ⧫ Mona Camp (Cacao) ⧫ Moth Disco (CuddleSlug) ⧫ NewClear Neural (Gazelle Dasti) ⧫ Nova (Chuck Sommervville) ⧫ Patches Phone (Nate and Hope) ⧫ Perception (Caleb) ⧫ ORBs (David Oliver) ⧫ Playa Plein Air (Tim Genda) ⧫ Primitive Obsession (Squid) ⧫ Project Flashlight (Searchlight) ⧫ Riding The Thermals (The Neverending Source) ⧫ SandyTaco’s “Wanda” Fish (Sparky) ⧫ Space Palette (Tim Thompson) ⧫ Squatches Star Stash (Aaron McCray-Goldsmith) ⧫ Talk To God Phone (Aaron McCray-Goldsmith) ⧫ The Collaborative Collection (Rose Cuarzo) ⧫ The Pool Table from Last Camp Standing (Gotchu) ⧫ These Three Sisters of Fate (Valerie Mallory) ⧫ Tipping Point (Christopher Schardt) ⧫ Trash Panda Portal PopUp (Cupcake) ⧫ Un Nuevo Camino (Kidnetick) ⧫ Whispers of Waste (Zulu Heru)


WORKSHOPS, TALKS, FILM FEST & ACTIVITIES:
BurnerSphere VR Demos ⧫ BWB Lightning Talks ⧫ Cultivating Consciousness ⧫ Kyrotic Wood Works-Studies in Lathe’iness ⧫ Live Glassblowing with The Crucible ⧫ Let’s Make Philosophy Fun! talk by Caveat Magister ⧫ Make a Zine, Take a Zine ⧫ Mullet Yoga ⧫ Phone Smashing ⧫ Screenprinting with Burners Without Borders (BYO Blanks!) ⧫ Siren’s Song Sound Healing ⧫ Tarot Reading ⧫ The Muse Mandala ⧫ Make Art Now with YAAHS: Yarn Art Social ⧫ Burning Man Mini Film Fest ⧫ Sneakpeak of Your Innerverse ⧫ Yin Yoga: Soundbath and Energy Cleaning


MUTANT VEHICLES:
Arabella ⧫ Bee Here Now ⧫ Coat Check ⧫ Kokomotive ⧫ Pacific ⧫ Red Hot Beverly ⧫ The Bounce Car ⧫ The Janky Barge ⧫ La Rana Hypnótica ⧫ Moby the Rainbow Fish ⧫ Scrampi ⧫ Doublethyme ⧫ Fire Birdie ⧫ Immortal ⧫ Airpusher ⧫ Dirty Goat Roadhouse ⧫ Galactic Terrapin ⧫ BRC Municipal Railway


INTERACTIVE THEME CAMPS:
DeMentha ⧫ Heavy Petting Zoo ⧫ The Sound Garden ⧫ High Octane ⧫ Kri8tiv N8tivz ⧫ Veg Out! ⧫ Unicorner ⧫ Puzzle Place ⧫ Poop Katz ⧫ Mycodelic Forest ⧫ 5Zenses Lounge ⧫ White Dwagon ⧫ Full Circle Teahouse ⧫ VICE ⧫ Key Haus ⧫ Coffee & Pasties ⧫ Yummy Ruminations ⧫ Camp Cry About It ⧫ Magic Lantern Society ⧫ Black Rock Migratory Bird Refuge ⧫ Equal and Opposite Force ⧫ Opulent Chill ⧫ Playa Artifacts Museum ⧫ Stardust Divination Casino


VISUAL ARTISTS:
Mind Trip ⧫ Vizzy Wiz ⧫ Bumblicous & Katnip / Vizual Nektar ⧫ Aquila Visions ⧫ Pritish ⧫ TimAbad ⧫ Hairglasses ⧫ Estioko Visuals ⧫ VJ Neuron ⧫ Rainbow Puddle ⧫ CLYZBY ⧫ Synwrks ⧫ Boom Boom ⧫ Fatty Brisket ⧫ DJMaculate ⧫ Drake Drake",,,0,0,,{},,,,,,f,f,696
681,t,f,2025-12-08 12:12:10.493+00,2025-12-08 12:12:10.493+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Baronmac
EL PADRE
Monika
Mykian
Tarek
Share




◉ Date
Fri. 6th. Sep. 2019

◉ Open :
Concrete Bar: 7pm to 5am
Beton Brut: Closed

◉ Cover :

[Concrete Bar]
- Free Entrance

- No minors are allowed. Photo ID required for entry.
- Info: +82-10-4321-4123 (Kor, Eng)
- Address
Concrete Bar: 2F 127-22 Itaewon-dong, Yongsan-gu, Seoul, Korea",,,0,0,,{},,,,,,f,f,697
682,t,f,2025-12-08 17:27:32.715+00,2025-12-08 17:27:32.715+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"As the days get colder and darker, we’re turning the heat back up with Sober Morning Coffee Rave. The perfect warm-up for Amsterdam’s cold, rainy November mornings; where coffee meets beats and the morning starts with pure energy.

Join us on Saturday, November 29th at VESSEL Amsterdam for a riverside celebration filled with house grooves, fresh espresso, and community vibes that’ll recharge your mind and body before the weekend begins.

We kick off with a Wellness Hour (9:00–10:00) led by Oscar, a certified breathwork facilitator, Wim Hof Method instructor, and Reiki practitioner. He will guide you to calm the mind, energize the body, and reconnect with inner self.

From 10:00–13:00, dance into the day with a curated DJ lineup:
ilse Dorin — bright, uplifting house to open the dance floor
Jorge Ferin— deeper, warm grooves to carry the room into flow

Good music. Strong coffee. Real connection.Expect riverside views, feel-good morning energy, and a community that chooses clarity over chaos.

What’s Included:
1 free specialty coffee
1-hour wellness session with Oscar
3 hours of curated house music (ilse & Jorge)

A warm, alcohol-free space to connect, dance & recharge

Important to Know:
- No refunds on purchased tickets
- Photography/videography may occur (opt out at check-in if preferred)

Grab your ticket and join us riverside for the ultimate sober start to your weekend.
",,,0,0,,{},,,,,,f,f,698
683,t,f,2025-12-08 17:29:22.05+00,2025-12-08 17:29:22.05+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Join us on Friday the 7th of November for our TM RESIDENCE Club Night for an evening of Impecable (Deep) House, Groovy House & Techno, wicked vibes.

We will be starting at 17.00h with Housey Vibes and Friday drinks and street food with people from the city, community, offices and neighbourhood dancing and grooving, flowing into a Friday festival atmosphere going into the next gear of High energy danceable & uplifting (Deep) House & Groovy Techno - close your eyes, smile from ear to ear, deep hugs, never going home..

Line-up:

17.00 - 19.00 >> Christoph Cham b2b VITTAO (Rooted collective)
19.00 - 20.30 >> Morris The Player b2b Heij-Ru (Studio Danziger)
20.30 - 22.00 >> Milos Mols (Rooted collective)
22.00 - 23.30 >> Mauzk (Studio Danziger)
23.30 - 01.00 >> Groddis b2b Kamara (Studio Danziger)
01.00 - 03.00 >> LGNA b2b ilse dorine (Rooted collective)

Socials

@rooted.collective.ams
@atstudiodanziger

Food: Yes!

𝐈𝐍𝐅𝐎

Date: Friday 7th of November 2025
Time: 17:00 - 03:00
Food: Yes!
Location: Main Stage Toekomstmuziek, Danzigerbocht 29, Amsterdam
Entrance: Free entry before 21:00, after 21:00 >> €7,50
Event admin
kianhwieho
Update this event
",,,0,0,,{},,,,,,f,f,699
684,t,f,2025-12-08 17:31:12.6+00,2025-12-08 17:31:12.6+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,SHOWCASE & INDUSTRY,,"We’re excited to share that this year we bring you our very own official unofficial ADE showcase — the perfect nightcap to end a full day of ADE activities!

In collaboration with The Black Dog Amsterdam, we proudly present ADE Lowfriends Invites on Saturday, October 25th, from 22:00 – 2:30 AM.

We’re gathering familiar faces, fresh local talent, and international guests for an intimate night of music and connection. With part of our crew having roots in Colombia, we’re not only channeling the Amsterdam energy, but also infusing the night with the vibrant sounds of Latin America’s undeground electronic scene.

A night of good people, good energy, and a dancefloor you won’t want to leave.

Line-up (alphabetical):

Diego Viera – Discos Tú (Bogotá, Colombia)

Hightower – Lowfriends Amsterdam (Resident)

Ilse Dorine – ROOTED Collective (Amsterdam)

Leo Lopez – Luv&dBeat (Luxembourg / Colombia)

Mats Gammal – Wonder (Netherlands)

Soof – Decompression (Amsterdam)

Join us for a beer, coziness, and a dance. Cheers!",,,0,0,,{},,,,,,f,f,700
685,t,f,2025-12-08 17:32:24.793+00,2025-12-08 17:32:24.793+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"After the buzz of our Sober Festival and the success of our coffee rave pilot, we’re turning it up for the TSC Amsterdam Marathon edition — the perfect warm-up for Amsterdam’s cold, rainy October mornings.

The Sober Morning Coffee Rave is back — marathon style.
We kick things off with our Shake-Up Run, a guided warm-up led by a pro athlete to sharpen your pace, share performance tips, and get your body moving. From there, it’s straight into 3 hours of house beats, coffee highs, and riverside vibes at VESSEL.

​Think sunrise dance floor, curated DJ sets, and a community of marathoners, wellness lovers, and party people who don’t need alcohol to bring the energy instead a cup of coffee is enough.

​Whether you’re running the next day or just here to celebrate, this is your chance to fuel up, connect, and keep the adrenaline flowing — all before noon.

​Good music. Strong coffee. Pure vibes.
Bring your sneakers, your friends, and your best energy — we’ll handle the rest.

​What’s Included
- ​1 free specialty coffee with each ticket
- ​1-hour guided Shake-Up Run with a pro athlete
- Insider tips & tricks to hit your best time at the TSC Amsterdam Marathon
- ​3 hours of curated house music with DJ Mitsu

​Authentic connections with fellow TSC marathoners & sober adventurers

​Important to Know
- ​No refunds on purchased tickets
- ​Photography/videography will take place for promotional use (opt out at check-in if preferred)

​Tickets are limited — don’t miss your spot at Amsterdam’s most uplifting, alcohol-free morning party.",,,0,0,,{},,,,,,f,f,701
686,t,f,2025-12-08 17:49:17.526+00,2025-12-08 17:49:17.526+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,CLUB & NIGHTLIFE,,"Resonate is a trance-focused club night bringing together local favourites for a high-energy journey through classic trance anthems. Lukas performed alongside Winstan, Matt Gurd, and Craig Quemard, contributing to a nostalgic and uplifting night characterised by melodic builds and driving rhythms. The event was hosted at ROJO in Jersey and has become one of the island’s core gatherings for trance lovers.",,,0,0,,{},,,,,,f,f,702
687,t,f,2025-12-08 17:51:33.751+00,2025-12-08 17:51:33.751+00,,0001-01-01 00:00:00+00,0001-01-01 00:00:00+00,SHOWCASE & INDUSTRY,,"Lucuz performed an all-night back-to-back set with Quemard for The Mary Rose’s Bank Holiday Special. The event offered a progressive, trance and techno journey and showcased the duo’s ability to build long-form storytelling sets. Their extended performance held the energy from start to finish, with strong crowd engagement throughout the night.",,,0,0,,{},,,,,,f,f,703
